Ano,Mês,LOCAL,INSCRIÇÃO,HIDROMETRO,LEITURA ANTERIOR,LEITURA ATUAL,m3,R$
2019,8,BSAN UNB LD BSAN,7204647,A14B946881,0,0,137,3507.12
2020,8,BSAN UNB LD BSAN,7204647,A14B946881,0,0,32,746.2
2021,8,BSAN UNB LD BSAN,7204647,A14B946881,0,0,66,1723.28
2022,8,BSAN UNB LD BSAN,7204647,A14B946881,0,0,167,4702.82
2023,8,BSAN UNB LD BSAN,7204647,A14B946881,0,0,132,3952.88
2016,9,BSAN UNB LD BSAN,7204647,A14B946881,0,0,221,5209.2
2017,9,BSAN UNB LD BSAN,7204647,A14B946881,0,0,366,8957.04
2018,9,BSAN UNB LD BSAN,7204647,A14B946881,0,0,281,6854.14
2019,9,BSAN UNB LD BSAN,7204647,A14B946881,0,0,206,5325.96
2020,9,BSAN UNB LD BSAN,7204647,A14B946881,0,0,27,621.4
2021,9,BSAN UNB LD BSAN,7204647,A14B946881,0,0,144,4023.4
2022,9,BSAN UNB LD BSAN,7204647,A14B946881,0,0,180,5074.0
2023,9,BSAN UNB LD BSAN,7204647,A14B946881,0,0,107,3306.14
2016,10,BSAN UNB LD BSAN,7204647,A14B946881,0,0,353,8377.2
2017,10,BSAN UNB LD BSAN,7204647,A14B946881,0,0,288,7027.32
2018,10,BSAN UNB LD BSAN,7204647,A14B946881,0,0,274,6680.96
2019,10,BSAN UNB LD BSAN,7204647,A14B946881,0,0,335,8888.21
2020,10,BSAN UNB LD BSAN,7204647,A14B946881,0,0,42,1005.76
2021,10,BSAN UNB LD BSAN,7204647,A14B946881,0,0,111,3049.91
2022,10,BSAN UNB LD BSAN,7204647,A14B946881,0,0,127,3512.62
2023,10,BSAN UNB LD BSAN,7204647,A14B946881,0,0,243,7837.66
2016,11,BSAN UNB LD BSAN,7204647,A14B946881,0,0,187,4393.2
2017,11,BSAN UNB LD BSAN,7204647,A14B946881,0,0,203,4924.42
2018,11,BSAN UNB LD BSAN,7204647,A14B946881,0,0,241,5864.54
2019,11,BSAN UNB LD BSAN,7204647,A14B946881,0,0,352,9174.52
2020,11,BSAN UNB LD BSAN,7204647,A14B946881,0,0,34,796.12
2021,11,BSAN UNB LD BSAN,7204647,A14B946881,0,0,29,677.03
2022,11,BSAN UNB LD BSAN,7204647,A14B946881,0,0,88,2365.35
2023,11,BSAN UNB LD BSAN,7204647,A14B946881,0,0,236,7604.42
2016,12,BSAN UNB LD BSAN,7204647,A14B946881,0,0,130,3327.72
2017,12,BSAN UNB LD BSAN,7204647,A14B946881,0,0,354,8660.16
2018,12,BSAN UNB LD BSAN,7204647,A14B946881,0,0,429,10599.92
2019,12,BSAN UNB LD BSAN,7204647,A14B946881,0,0,206,5363.56
2020,12,BSAN UNB LD BSAN,7204647,A14B946881,0,0,24,546.52
2021,12,BSAN UNB LD BSAN,7204647,A14B946881,0,0,30,701.04
2022,12,BSAN UNB LD BSAN,7204647,A14B946881,0,0,185,5221.3
2023,12,BSAN UNB LD BSAN,7204647,A14B946881,0,0,206,6604.82
2017,1,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,64,1441.2
2018,1,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,26,545.44
2019,1,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,57,1395.26
2020,1,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,37,915.05
2021,1,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,12,247.0
2022,1,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,20,450.84
2023,1,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,134,3733.9
2024,1,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,6,140.5
2016,2,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,RV1WJB390039,0,0,65,1356.5
2017,2,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,44,961.2
2018,2,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,43,966.02
2019,2,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,49,1131.63
2020,2,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,37,871.12
2021,2,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,7,137.2
2022,2,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,11,225.81
2023,2,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,117,3465.0
2024,2,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,10,226.5
2017,3,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,49,1081.2
2018,3,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,94,2227.76
2019,3,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,57,1312.38
2020,3,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,38,897.48
2021,3,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,4,91.77
2022,3,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,3,80.66
2023,3,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,121,3591.88
2024,3,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,1,62.76
2017,4,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,67,1513.2
2018,4,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,169,4083.26
2019,4,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,61,1413.58
2020,4,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,55,1345.6
2021,4,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,3,79.16
2022,4,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,8,160.28
2023,4,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,63,1752.12
2024,4,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,0,56.49
2016,5,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,RV1WJB390039,0,0,126,2711.92
2017,5,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,61,1369.2
2018,5,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,205,4973.9
2019,5,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,59,1402.52
2020,5,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,10,162.07
2021,5,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,22,496.81
2022,5,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,31,726.06
2023,5,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,57,1561.8
2024,5,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,0,48.92
2017,6,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,75,1708.2
2018,6,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,170,4108.0
2019,6,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,60,1483.47
2020,6,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,16,346.84
2021,6,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,0,43.1
2022,6,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,31,726.06
2023,6,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,85,2449.96
2024,6,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,1,68.94
2017,7,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,76,1782.44
2018,7,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,58,1337.12
2019,7,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,57,1398.32
2020,7,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,47,1155.46
2021,7,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,6,124.46
2022,7,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,39,926.22
2023,7,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,41,1054.28
2024,7,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,0,53.42
2017,8,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,49,1114.46
2018,8,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,53,1213.42
2019,8,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,60,1481.72
2020,8,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,47,1155.46
2021,8,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,10,200.64
2022,8,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,55,1394.0
2023,8,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,1,59.92
2017,9,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,68,1584.52
2018,9,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,47,1064.98
2019,9,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,71,1767.36
2020,9,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,0,42.0
2021,9,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,6,124.46
2022,9,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,55,1391.5
2023,9,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,5,122.84
2016,10,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,34,732.61
2017,10,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,56,1287.64
2018,10,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,50,1139.2
2019,10,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,77,1984.73
2020,10,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,3,78.84
2021,10,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,15,325.74
2022,10,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,162,4543.72
2023,10,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,15,367.7
2016,11,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,69,1634.99
2017,11,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,54,1238.16
2018,11,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,63,1460.82
2019,11,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,63,1556.48
2020,11,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,42,1005.76
2021,11,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,8,160.39
2022,11,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,166,4662.02
2023,11,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,0,48.62
2016,12,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,70,2917.04
2017,12,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,50,1139.2
2018,12,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,81,1906.14
2019,12,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,45,1082.0
2020,12,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,0,42.0
2021,12,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,4,93.18
2022,12,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,141,3925.06
2023,12,CAEP/IP UNB A S/N C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,0,0,14,339.46
2013,1,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,60,433.9
2014,1,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,0,0.0
2013,2,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,61,451.82
2014,2,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,0,0.0
2013,3,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,62,477.47
2014,3,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,10,105.6
2015,3,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,10,105.6
2013,4,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,51,417.51
2014,4,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,10,112.8
2015,4,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,10,112.8
2013,5,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,10,60.85
2014,5,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,10,56.4
2015,5,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,10,56.4
2013,6,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,10,105.0
2014,6,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,0,0.0
2013,7,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,10,108.32
2014,7,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,0,0.0
2013,8,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,44,696.72
2014,8,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,0,0.0
2014,9,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,0,0.0
2014,10,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,0,0.0
2014,11,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,0,0.0
2014,12,CAMPUS NOVO CEILÃNCIA QNN 26,6454402,Y11X022562,0,0,0,0.0
2011,1,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,23,118.85
2012,1,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,10,81282.72
2013,1,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,40,285.5
2014,1,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,35,269.25
2015,1,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,35,269.25
2016,1,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,431,4629.24
2017,1,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,195,2751.12
2018,1,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,465,5703.15
2019,1,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,287,3761.88
2020,1,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,253,3302.51
2021,1,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,0,21.0
2022,1,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,247,3533.01
2023,1,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,377,5460.92
2024,1,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,307,4985.07
2011,2,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,10,40.2
2012,2,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,13,79.32
2013,2,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,10,56.46
2014,2,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,23,165.21
2015,2,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,23,165.21
2016,2,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,242,2644.72
2017,2,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,509,7272.72
2018,2,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,465,5703.15
2019,2,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,240,2919.9
2020,2,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,238,3084.74
2021,2,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,106,1460.96
2022,2,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,159,2234.42
2023,2,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,435,6775.98
2024,2,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,156,2469.41
2011,3,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,146,935.2
2012,3,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,18,101.29
2013,3,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,117,900.99
2014,3,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,625,5409.45
2015,3,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,625,5409.45
2016,3,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,380,4177.9
2017,3,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,354,5040.72
2018,3,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,510,6259.8
2019,3,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,210,2648.1
2020,3,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,298,3875.54
2021,3,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,87,1176.59
2022,3,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,90,1214.12
2023,3,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,325,5031.38
2024,3,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,176,2802.61
2011,4,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,396,2874.31
2012,4,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,498,3912.86
2013,4,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,143,1205.61
2014,4,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,253,2318.73
2015,4,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,253,2318.73
2016,4,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,674,7444.24
2017,4,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,631,9029.52
2018,4,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,644,7917.38
2019,4,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,681,8388.59
2020,4,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,263,3414.24
2021,4,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,96,1314.63
2022,4,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,91,1228.89
2023,4,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,182,2763.4
2024,4,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,314,5138.12
2011,5,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,151,0.0
2012,5,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,185,1433.9
2013,5,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,143,1205.86
2014,5,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,312,2868.02
2015,5,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,312,2868.02
2016,5,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,1087,12032.67
2017,5,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,563,8050.32
2018,5,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319,0,0,673,8276.11
