Ano,Mês,LOCAL,INSCRIÇÃO,HIDROMETRO,LEITURA ANTERIOR,LEITURA ATUAL,m3,R$,media_6_meses_reais,desvio_padrao_6_meses_reais,limite_superior_6_meses_reais,limite_inferior_6_meses_reais,anormal_6_meses_reais,media_12_meses_reais,desvio_padrao_12_meses_reais,limite_superior_12_meses_reais,limite_inferior_12_meses_reais,anormal_12_meses_reais,anormal_reais,media_6_meses_m3,desvio_padrao_6_meses_m3,limite_superior_6_meses_m3,limite_inferior_6_meses_m3,anormal_6_meses_m3,media_12_meses_m3,desvio_padrao_12_meses_m3,limite_superior_12_meses_m3,limite_inferior_12_meses_m3,anormal_12_meses_m3,anormal_m3,anormal
2018,8,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,20,297.75,325.58,114.83,440.41,210.75,0,387.43,323.6,711.03,63.84,0,0,21.5,6.19,27.69,15.31,0,24.83,17.44,42.27,7.39,0,0,0
2018,9,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,24,371.97,368.88,47.55,416.43,321.33,0,396.71,321.22,717.93,75.49,0,0,23.83,2.56,26.4,21.27,0,25.33,17.31,42.65,8.02,0,0,0
2018,10,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,23,353.42,365.79,47.91,413.69,317.88,0,404.44,318.75,723.2,85.69,0,0,23.67,2.58,26.25,21.08,0,25.75,17.18,42.93,8.57,0,0,0
2018,11,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,22,334.86,347.23,27.94,375.17,319.3,0,317.85,91.74,409.6,226.11,0,0,22.67,1.51,24.17,21.16,0,21.08,4.94,26.03,16.14,0,0,0
2018,12,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,23,353.42,347.23,27.94,375.17,319.3,0,325.58,90.38,415.97,235.2,0,0,22.67,1.51,24.17,21.16,0,21.5,4.87,26.37,16.63,0,0,0
2019,1,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,24,393.83,350.88,32.81,383.68,318.07,1,342.87,80.66,423.53,262.21,0,0,22.67,1.51,24.17,21.16,0,22.33,4.29,26.63,18.04,0,0,0
2019,2,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,10,115.39,320.48,102.44,422.92,218.04,1,323.03,103.78,426.82,219.25,1,1,21.0,5.44,26.44,15.56,1,21.25,5.56,26.81,15.69,1,1,1
2019,3,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,11,130.76,280.28,123.38,403.66,156.9,1,324.58,100.44,425.02,224.14,1,1,18.83,6.49,25.33,12.34,1,21.33,5.38,26.72,15.95,1,1,1
2019,4,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,20,298.2,271.08,118.81,389.89,152.27,0,318.43,99.53,417.96,218.9,0,0,18.33,6.22,24.55,12.12,0,21.0,5.33,26.33,15.67,0,0,0
2019,5,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,18,268.38,260.0,114.7,374.7,145.3,0,303.61,91.71,395.32,211.91,0,0,17.67,5.96,23.62,11.71,0,20.17,4.9,25.06,15.27,0,0,0
2019,6,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,19,274.02,246.76,106.02,352.78,140.74,0,297.0,90.65,387.64,206.35,0,0,17.0,5.44,22.44,11.56,0,19.83,4.82,24.65,15.01,0,0,0
2019,7,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,19,396.64,247.23,106.8,354.03,140.43,1,299.05,92.76,391.81,206.3,1,1,16.17,4.45,20.61,11.72,0,19.42,4.64,24.06,14.78,0,0,1
2019,8,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,22,476.53,307.42,118.74,426.16,188.69,1,313.95,105.95,419.9,208.0,1,1,18.17,3.76,21.93,14.4,1,19.58,4.7,24.28,14.88,0,0,1
2019,9,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,24,536.07,374.97,113.3,488.27,261.67,1,327.63,123.29,450.91,204.34,1,1,20.33,2.25,22.58,18.08,1,19.58,4.7,24.28,14.88,0,0,1
2019,10,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,28,633.88,430.92,145.97,576.89,284.95,1,351.0,151.89,502.89,199.11,1,1,21.67,3.83,25.5,17.84,1,20.0,5.22,25.22,14.78,1,1,1
2019,11,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,31,713.17,505.05,159.26,664.31,345.79,1,382.52,184.08,566.61,198.44,1,1,23.83,4.88,28.71,18.96,1,20.75,6.11,26.86,14.64,1,1,1
2019,12,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,26,581.16,556.24,112.7,668.94,443.54,0,401.5,192.36,593.87,209.14,0,0,25.0,4.29,29.29,20.71,0,21.0,6.27,27.27,14.73,0,0,0
2020,1,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,21,451.01,565.3,98.61,663.91,466.7,1,406.27,192.86,599.13,213.4,0,0,25.33,3.78,29.11,21.56,1,20.75,6.2,26.95,14.55,0,0,0
2020,2,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,10,19285.63,3700.15,7635.81,11335.96,-3935.65,1,2003.79,5445.01,7448.8,-3441.23,1,1,23.33,7.37,30.7,15.97,1,20.75,6.2,26.95,14.55,1,1,1
2020,3,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,20,423.0,3681.31,7645.31,11326.62,-3964.0,0,2028.14,5436.52,7464.66,-3408.38,0,0,22.67,7.47,30.14,15.19,0,21.5,5.4,26.9,16.1,0,0,0
2020,4,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,13,238.48,3615.41,7678.46,11293.87,-4063.06,0,2023.16,5438.28,7461.44,-3415.11,0,0,20.17,7.83,28.0,12.33,0,20.92,5.93,26.85,14.99,1,0,0
2020,5,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,10,160.66,3523.32,7723.41,11246.74,-4200.09,0,2014.19,5441.53,7455.71,-3427.34,0,0,16.67,6.62,23.29,10.04,1,20.25,6.69,26.94,13.56,1,1,1
2020,6,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,7,137.2,3449.33,7759.28,11208.61,-4309.95,0,2002.79,5445.64,7448.43,-3442.86,0,0,13.5,5.75,19.25,7.75,1,19.25,7.71,26.96,11.54,1,1,1
2020,7,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,11,222.04,3411.17,7777.52,11188.69,-4366.35,0,1988.24,5450.56,7438.79,-3462.32,0,0,11.83,4.45,16.28,7.39,0,18.58,8.07,26.66,10.51,0,0,0
2020,8,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,27,621.4,300.46,186.66,487.12,113.8,1,2000.31,5447.06,7447.37,-3446.76,0,0,14.67,7.45,22.11,7.22,1,19.0,8.39,27.39,10.61,0,0,0
2020,9,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,31,721.24,350.17,253.54,603.71,96.63,1,2015.74,5442.8,7458.54,-3427.06,0,0,16.5,9.95,26.45,6.55,1,19.58,8.99,28.57,10.59,1,1,1
2020,10,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,28,646.36,418.15,271.64,689.79,146.51,0,2016.78,5442.51,7459.29,-3425.73,0,0,19.0,10.75,29.75,8.25,0,19.58,8.99,28.57,10.59,0,0,0
2020,11,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,12,247.0,432.54,257.18,689.72,175.36,0,1977.93,5454.31,7432.25,-3476.38,0,0,19.33,10.44,29.78,8.89,0,18.0,8.45,26.45,9.55,0,0,0
2020,12,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,6,121.84,429.98,260.75,690.73,169.23,1,1939.66,5466.61,7406.26,-3526.95,0,0,19.17,10.68,29.85,8.48,1,16.33,8.7,25.03,7.63,1,1,1
2021,1,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,4,91.12,408.16,285.9,694.06,122.26,1,1909.66,5476.49,7386.16,-3566.83,0,0,18.0,12.05,30.05,5.95,1,14.92,9.24,24.16,5.68,1,1,1
2021,2,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,9,177.12,334.11,277.02,611.14,57.09,0,317.29,225.89,543.18,91.39,0,0,15.0,11.59,26.59,3.41,0,14.83,9.29,24.12,5.54,0,0,0
2021,3,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,7,137.44,236.81,207.71,444.52,29.1,0,293.49,228.77,522.26,64.72,0,0,11.0,8.76,19.76,2.24,0,13.75,9.39,23.14,4.36,0,0,0
2021,4,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,6,122.25,149.46,55.37,204.83,94.09,0,283.81,233.72,517.52,50.09,0,0,7.33,2.8,10.14,4.53,0,13.17,9.66,22.82,3.51,0,0,0
2021,5,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,7,137.56,131.22,28.15,159.37,103.07,0,281.88,234.92,516.8,46.97,0,0,6.5,1.64,8.14,4.86,0,12.92,9.78,22.7,3.13,0,0,0
2021,6,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,6,122.94,131.4,28.08,159.49,103.32,0,280.69,235.75,516.44,44.94,0,0,6.5,1.64,8.14,4.86,0,12.83,9.84,22.68,2.99,0,0,0
2021,7,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,12,250.68,158.0,49.6,207.6,108.39,1,283.08,235.24,518.32,47.83,0,0,7.83,2.32,10.15,5.52,1,12.92,9.83,22.75,3.09,0,0,0
2021,8,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,12,250.68,170.26,62.65,232.91,107.61,1,252.19,209.74,461.92,42.45,0,0,8.33,2.88,11.21,5.46,1,11.67,8.77,20.44,2.89,0,0,0
2021,9,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,16,350.76,205.81,93.32,299.13,112.49,1,221.31,154.37,375.69,66.94,0,0,9.83,4.12,13.95,5.71,1,10.42,6.56,16.97,3.86,0,0,0
2021,10,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,20,450.84,260.58,125.38,385.96,135.19,1,205.02,109.12,314.14,95.9,1,1,12.17,5.31,17.47,6.86,1,9.75,4.77,14.52,4.98,1,1,1
2021,11,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,11,225.81,275.29,112.59,387.88,162.69,0,203.25,108.55,311.8,94.71,0,0,12.83,4.75,17.58,8.08,0,9.67,4.74,14.4,4.93,0,0,0
2021,12,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,9,180.46,284.87,98.61,383.48,186.27,1,208.14,105.84,313.97,102.3,0,0,13.33,3.98,17.32,9.35,1,9.92,4.6,14.52,5.32,0,0,0
2022,1,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,14,300.72,293.21,97.24,390.45,195.97,0,225.6,101.99,327.6,123.61,0,0,13.67,3.93,17.6,9.73,0,10.75,4.33,15.08,6.42,0,0,0
2022,2,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,13,275.8,297.4,95.57,392.97,201.83,0,233.83,101.71,335.54,132.12,0,0,13.83,3.87,17.7,9.96,0,11.08,4.34,15.42,6.75,0,0,0
2022,3,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,15,325.74,293.23,93.3,386.52,199.93,0,249.52,100.0,349.52,149.52,0,0,13.67,3.78,17.44,9.89,0,11.75,4.27,16.02,7.48,0,0,0
2022,4,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,28,651.0,326.59,167.33,493.92,159.26,1,293.58,145.13,438.71,148.46,1,1,15.0,6.72,21.72,8.28,1,13.58,5.96,19.54,7.62,1,1,1
2022,5,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,26,600.96,389.11,190.61,579.73,198.5,1,332.2,160.66,492.86,171.54,1,1,17.5,7.66,25.16,9.84,1,15.17,6.55,21.71,8.62,1,1,1
2022,6,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,32,751.08,484.22,207.31,691.53,276.91,1,384.54,186.53,571.07,198.02,1,1,21.33,8.29,29.62,13.05,1,17.33,7.48,24.81,9.86,1,1,1
2022,7,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,40,951.24,592.64,256.44,849.07,336.2,1,442.92,242.16,685.08,200.77,1,1,25.67,10.25,35.92,15.42,1,19.67,9.7,29.37,9.97,1,1,1
2022,8,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,32,751.08,671.85,207.78,879.63,464.07,0,484.62,249.03,733.65,235.59,1,0,28.83,8.3,37.14,20.53,0,21.33,9.98,31.31,11.36,1,0,0
2022,9,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,36,849.68,759.17,128.02,887.19,631.15,0,526.2,265.74,791.94,260.46,1,0,32.33,5.13,37.46,27.21,0,23.0,10.65,33.65,12.35,1,0,0
2022,10,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,46,1126.36,838.4,182.98,1021.38,655.42,1,582.49,315.26,897.75,267.24,1,1,35.33,7.0,42.34,28.33,1,25.17,12.47,37.64,12.69,1,1,1
2022,11,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,26,600.16,838.27,183.19,1021.45,655.08,1,613.69,294.6,908.29,319.09,0,0,35.33,7.0,42.34,28.33,1,26.42,11.65,38.07,14.77,0,0,0
2022,12,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,39,924.62,867.19,180.35,1047.54,686.84,0,675.7,272.62,948.32,403.09,0,0,36.5,6.92,43.42,29.58,0,28.92,10.76,39.67,18.16,0,0,0
2023,1,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,58,1485.82,956.29,313.25,1269.54,643.03,1,774.46,332.5,1106.97,441.96,1,1,39.5,11.27,50.77,28.23,1,32.58,12.56,45.14,20.02,1,1,1
2023,2,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,70,1974.16,1160.13,497.05,1657.18,663.09,1,915.99,443.79,1359.78,472.21,1,1,45.83,15.93,61.76,29.9,1,37.33,15.02,52.35,22.32,1,1,1
2023,3,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,131,3909.08,1670.03,1194.62,2864.66,475.41,1,1214.6,939.37,2153.97,275.23,1,1,61.67,37.21,98.87,24.46,1,47.0,29.59,76.59,17.41,1,1,1
2023,4,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,133,3972.52,2144.39,1469.11,3613.5,675.29,1,1491.4,1208.89,2700.29,282.5,1,1,76.17,45.83,122.0,30.33,1,55.75,37.84,93.59,17.91,1,1,1
2023,5,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,145,4353.16,2769.89,1479.04,4248.94,1290.85,1,1804.08,1423.8,3227.88,380.28,1,1,96.0,45.53,141.53,50.47,1,65.67,44.36,110.03,21.3,1,1,1
2023,6,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,158,4765.52,3410.04,1345.85,4755.9,2064.19,1,2138.62,1612.95,3751.56,525.67,1,1,115.83,41.47,157.3,74.36,1,76.17,50.2,126.37,25.97,1,1,1
2023,7,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,163,4924.12,3983.09,1065.46,5048.56,2917.63,0,2469.69,1749.06,4218.75,720.63,1,0,133.33,33.59,166.92,99.74,0,86.42,54.52,140.93,31.9,1,0,0
2023,8,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,86,2489.16,4068.93,874.97,4943.9,3193.95,1,2614.53,1663.69,4278.22,950.84,0,0,136.0,27.67,163.67,108.33,1,90.92,51.77,142.69,39.14,0,0,0
2023,9,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,54,1540.18,3674.11,1361.0,5035.11,2313.11,1,2672.07,1608.11,4280.18,1063.96,0,0,123.17,43.68,166.84,79.49,1,92.42,50.28,142.69,42.14,0,0,0
2023,10,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,108,3339.46,3568.6,1357.78,4926.38,2210.82,0,2856.5,1540.2,4396.69,1316.3,0,0,119.0,43.74,162.74,75.26,0,97.58,48.22,145.8,49.37,0,0,0
2023,11,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,110,3406.1,3410.76,1302.24,4713.0,2108.52,0,3090.32,1370.11,4460.43,1720.22,0,0,113.17,41.88,155.04,71.29,0,104.58,42.66,147.24,61.93,0,0,0
2023,12,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,151,4772.22,3411.87,1303.64,4715.51,2108.24,1,3410.96,1263.26,4674.21,2147.7,1,1,112.0,40.45,152.45,71.55,0,113.92,39.11,153.03,74.81,0,0,1
2024,1,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,171,5438.62,3497.62,1433.46,4931.08,2064.16,1,3740.36,1230.56,4970.92,2509.79,1,1,113.33,42.55,155.88,70.79,1,123.33,38.01,161.34,85.32,1,1,1
2024,2,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,108,3339.46,3639.34,1353.63,4992.97,2285.71,0,3854.13,1109.59,4963.72,2744.54,0,0,117.0,40.63,157.63,76.37,0,126.5,34.59,161.09,91.91,0,0,0
2024,3,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,48,1340.26,3606.02,1416.63,5022.65,2189.39,1,3640.06,1324.93,4964.99,2315.14,1,1,116.0,42.52,158.52,73.48,1,119.58,41.27,160.85,78.32,1,1,1
2024,4,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,27,822.62,3186.55,1825.09,5011.63,1361.46,1,3377.57,1546.56,4924.13,1831.01,1,1,102.5,56.22,158.72,46.28,1,110.75,48.79,159.54,61.96,1,1,1
2024,5,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,49,1381.44,2849.1,1958.66,4807.76,890.45,0,3129.93,1612.66,4742.59,1517.27,1,0,92.33,59.98,152.31,32.35,0,102.75,50.5,153.25,52.25,1,0,0
2024,6,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,81,2681.44,2500.64,1719.47,4220.11,781.17,0,2956.26,1530.63,4486.89,1425.62,0,0,80.67,52.64,133.31,28.02,0,96.33,47.66,143.99,48.67,0,0,0
2024,7,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,0,0,86,2864.54,2071.63,1017.77,3089.39,1053.86,0,2784.62,1399.8,4184.42,1384.83,0,0,66.5,30.07,96.57,36.43,0,89.92,42.8,132.72,47.11,0,0,0
2007,1,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,707,7733.6,7733.6,,,,0,7733.6,,,,0,0,707.0,,,,0,707.0,,,,0,0,0
2007,2,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,177,1903.6,4818.6,4122.43,8941.03,696.17,0,4818.6,4122.43,8941.03,696.17,0,0,442.0,374.77,816.77,67.23,0,442.0,374.77,816.77,67.23,0,0,0
2007,3,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,149,1598.58,3745.26,3457.37,7202.63,287.89,0,3745.26,3457.37,7202.63,287.89,0,0,344.33,314.39,658.72,29.94,0,344.33,314.39,658.72,29.94,0,0,0
2007,4,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,151,1664.72,3225.12,3008.5,6233.63,216.62,0,3225.12,3008.5,6233.63,216.62,0,0,296.0,274.3,570.3,21.7,0,296.0,274.3,570.3,21.7,0,0,0
2007,5,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,165,1823.2,2944.74,2679.81,5624.55,264.93,0,2944.74,2679.81,5624.55,264.93,0,0,269.8,244.67,514.47,25.13,0,269.8,244.67,514.47,25.13,0,0,0
2007,6,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,158,1743.96,2744.61,2446.51,5191.12,298.1,0,2744.61,2446.51,5191.12,298.1,0,0,251.17,223.54,474.71,27.62,0,251.17,223.54,474.71,27.62,0,0,0
2007,7,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,101,1098.72,1638.8,286.06,1924.86,1352.73,1,2509.48,2318.37,4827.86,191.11,0,0,150.17,26.16,176.32,124.01,1,229.71,211.81,441.53,17.9,0,0,0
2007,8,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,134,1472.28,1566.91,259.14,1826.05,1307.77,0,2379.83,2177.5,4557.33,202.34,0,0,143.0,23.04,166.04,119.96,0,217.75,199.0,416.75,18.75,0,0,0
2007,9,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,315,3521.2,1887.35,841.18,2728.53,1046.17,1,2506.65,2072.09,4578.74,434.56,0,0,170.67,74.31,244.98,96.36,1,228.56,188.95,417.5,39.61,0,0,0
2007,10,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,188,2083.0,1957.06,836.36,2793.42,1120.7,0,2464.29,1958.17,4422.46,506.11,0,0,176.83,73.88,250.72,102.95,0,224.5,178.6,403.1,45.9,0,0,0
2007,11,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,201,2230.72,2024.98,839.85,2864.83,1185.13,0,2443.05,1859.02,4302.07,584.03,0,0,182.83,74.19,257.03,108.64,0,222.36,169.59,391.95,52.78,0,0,0
2007,12,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,202,2242.04,2107.99,831.09,2939.09,1276.9,0,2426.3,1773.46,4199.76,652.85,0,0,190.17,73.42,263.58,116.75,0,220.67,161.8,382.47,58.87,0,0,0
2008,1,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,156,1721.32,2211.76,709.91,2921.67,1501.85,0,1925.28,596.49,2521.77,1328.78,0,0,199.33,62.71,262.04,136.62,0,174.75,52.52,227.27,122.23,0,0,0
2008,2,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,133,1460.96,2209.87,712.28,2922.15,1497.6,1,1888.39,611.46,2499.85,1276.94,0,0,199.17,62.92,262.09,136.25,1,171.08,53.86,224.95,117.22,0,0,0
2008,3,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,162,1798.76,1922.8,313.58,2236.38,1609.22,0,1905.07,605.53,2510.61,1299.54,0,0,173.67,27.78,201.44,145.89,0,172.17,53.51,225.67,118.66,0,0,0
2008,4,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,204,2396.72,1975.09,367.21,2342.29,1607.88,1,1966.07,615.9,2581.97,1350.17,0,0,176.33,30.1,206.43,146.24,0,176.58,53.79,230.37,122.8,0,0,0
2008,5,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,199,2336.82,1992.77,384.14,2376.91,1608.63,0,2008.88,622.88,2631.75,1386.0,0,0,176.0,29.78,205.78,146.22,0,179.42,54.02,233.43,125.4,0,0,0
2008,6,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,158,1743.96,1909.76,373.16,2282.92,1536.59,0,2008.88,622.88,2631.75,1386.0,0,0,168.67,27.42,196.09,141.25,0,179.42,54.02,233.43,125.4,0,0,0
2008,7,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,158,1845.64,1930.48,363.94,2294.42,1566.53,0,2071.12,557.55,2628.67,1513.57,0,0,169.0,27.25,196.25,141.75,0,184.17,48.74,232.91,135.42,0,0,0
2008,8,GARAGEM  DA UNB,4859677,C01N000495,1742,1859,176,2061.28,2030.53,282.45,2312.98,1748.08,0,2120.2,525.02,2645.22,1595.18,0,0,176.17,20.77,196.94,155.4,0,187.67,46.26,233.93,141.41,0,0,0
