Ano,Mês,LOCAL,INSCRIÇÃO,HIDROMETRO,LEITURA ANTERIOR,LEITURA ATUAL,m3,R$,media_6_meses_reais,desvio_padrao_6_meses_reais,limite_superior_6_meses_reais,limite_inferior_6_meses_reais,anormal_6_meses_reais,media_12_meses_reais,desvio_padrao_12_meses_reais,limite_superior_12_meses_reais,limite_inferior_12_meses_reais,anormal_12_meses_reais,anormal_reais,media_6_meses_m3,desvio_padrao_6_meses_m3,limite_superior_6_meses_m3,limite_inferior_6_meses_m3,anormal_6_meses_m3,media_12_meses_m3,desvio_padrao_12_meses_m3,limite_superior_12_meses_m3,limite_inferior_12_meses_m3,anormal_12_meses_m3,anormal_m3,anormal
2007,1,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,50,4796.6,4796.6,,,,0,4796.6,,,,0,0,50.0,,,,0,50.0,,,,0,0,0
2007,2,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,623,6809.6,5803.1,1423.41,7226.51,4379.69,0,5803.1,1423.41,7226.51,4379.69,0,0,336.5,405.17,741.67,-68.67,0,336.5,405.17,741.67,-68.67,0,0,0
2007,3,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,461,5036.82,5547.67,1099.44,6647.11,4448.23,0,5547.67,1099.44,6647.11,4448.23,0,0,378.0,295.38,673.38,82.62,0,378.0,295.38,673.38,82.62,0,0,0
2007,4,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,673,7573.76,6054.2,1353.55,7407.75,4700.64,1,6054.2,1353.55,7407.75,4700.64,1,1,451.75,282.71,734.46,169.04,0,451.75,282.71,734.46,169.04,0,0,1
2007,5,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,778,8762.36,6595.83,1685.5,8281.33,4910.33,1,6595.83,1685.5,8281.33,4910.33,1,1,517.0,285.01,802.01,231.99,0,517.0,285.01,802.01,231.99,0,0,1
2007,6,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,601,6758.72,6622.98,1509.02,8132.0,5113.95,0,6622.98,1509.02,8132.0,5113.95,0,0,531.0,257.22,788.22,273.78,0,531.0,257.22,788.22,273.78,0,0,0
2007,7,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,345,3860.8,6467.01,1762.6,8229.61,4704.41,1,6228.38,1728.46,7956.84,4499.92,1,1,580.17,154.61,734.78,425.55,1,504.43,245.1,749.53,259.33,0,0,1
2007,8,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,238,2649.56,5773.67,2328.3,8101.97,3445.37,1,5781.03,2040.04,7821.07,3740.99,1,1,516.0,204.97,720.97,311.03,1,471.12,245.7,716.82,225.43,0,0,1
2007,9,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,27,261.04,4977.71,3260.36,8238.07,1717.34,1,5167.7,2650.87,7818.57,2516.82,1,1,443.67,288.02,731.68,155.65,1,421.78,273.38,695.16,148.4,1,1,1
2007,10,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,557,6260.64,4758.85,3090.92,7849.77,1667.94,0,5276.99,2523.05,7800.04,2753.94,0,0,424.33,273.05,697.38,151.28,0,435.3,261.27,696.57,174.03,0,0,0
2007,11,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,804,9056.68,4807.91,3168.52,7976.43,1639.38,1,5620.6,2651.03,8271.63,2969.57,1,1,428.67,279.9,708.57,148.76,1,468.82,271.65,740.47,197.17,1,1,1
2007,12,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,805,9068.0,5192.79,3567.96,8760.74,1624.83,1,5907.88,2716.51,8624.39,3191.37,1,1,462.67,315.19,777.86,147.48,1,496.83,276.59,773.42,220.24,1,1,1
2008,1,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,451,5060.72,5392.77,3511.55,8904.32,1881.22,0,5929.89,2707.74,8637.63,3222.15,0,0,480.33,310.21,790.54,170.13,0,530.25,239.43,769.68,290.82,0,0,0
2008,2,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,480,5389.0,5849.35,3252.04,9101.39,2597.3,0,5811.51,2696.82,8508.33,3114.69,0,0,520.67,287.28,807.95,233.38,0,518.33,237.94,756.28,280.39,0,0,0
2008,3,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,522,5895.56,6788.43,1808.9,8597.33,4979.54,0,5883.07,2685.76,8568.83,3197.31,0,0,603.17,160.07,763.24,443.09,0,523.42,237.26,760.68,286.16,0,0,0
2008,4,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,806,9608.68,7346.44,2105.59,9452.03,5240.85,1,6052.65,2860.76,8913.4,3191.89,1,1,644.67,177.08,821.75,467.58,0,534.5,247.76,782.26,286.74,1,0,1
2008,5,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,1022,12196.36,7869.72,2867.8,10737.52,5001.92,1,6338.81,3295.22,9634.03,3043.59,1,1,681.0,230.59,911.59,450.41,1,554.83,277.75,832.59,277.08,1,1,1
2008,6,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,601,6758.72,7484.84,2829.53,10314.37,4655.31,0,6338.81,3295.22,9634.03,3043.59,0,0,647.0,223.59,870.59,423.41,0,554.83,277.75,832.59,277.08,0,0,0
2008,7,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,827,9860.26,8284.76,2681.72,10966.48,5603.04,0,6838.77,3339.89,10178.66,3498.88,0,0,709.67,209.94,919.61,499.73,0,595.0,279.5,874.5,315.5,0,0,0
2008,8,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,604,7188.72,8584.72,2376.3,10961.02,6208.41,0,7217.03,3068.31,10285.34,4148.72,0,0,730.33,187.74,918.07,542.59,0,625.5,255.98,881.48,369.52,0,0,0
2008,9,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,743,8853.94,9077.78,1980.73,11058.51,7097.05,0,7933.11,2167.95,10101.06,5765.15,0,0,767.17,158.02,925.18,609.15,0,685.17,174.16,859.33,511.01,0,0,0
2008,10,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,862,10279.56,9189.59,2034.88,11224.48,7154.71,0,8268.02,2196.34,10464.36,6071.68,0,0,776.5,162.36,938.86,614.14,0,710.58,176.0,886.58,534.58,0,0,0
2008,11,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,764,9105.52,8674.45,1419.72,10094.17,7254.74,0,8272.09,2197.98,10470.06,6074.11,0,0,733.5,110.09,843.59,623.41,0,707.25,174.44,881.69,532.81,0,0,0
2008,12,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,538,6398.04,8614.34,1521.07,10135.41,7093.27,1,8049.59,2244.73,10294.32,5804.86,0,0,723.0,126.97,849.97,596.03,1,685.0,177.84,862.84,507.16,0,0,0
2009,1,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,250,2947.8,7462.26,2613.89,10076.15,4848.38,1,7873.51,2561.06,10434.58,5312.45,1,1,626.83,218.19,845.02,408.65,1,668.25,208.67,876.92,459.58,1,1,1
2009,2,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,235,2768.1,6725.49,3251.63,9977.12,3473.87,1,7655.1,2883.65,10538.75,4771.46,1,1,565.33,271.42,836.75,293.91,1,647.83,238.6,886.44,409.23,1,1,1
2009,3,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,190,2229.0,5621.34,3499.67,9121.01,2121.66,0,7349.56,3257.1,10606.66,4092.46,1,0,473.17,292.13,765.29,181.04,0,620.17,271.5,891.67,348.67,1,0,0
2009,4,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,290,3644.4,4515.48,2687.39,7202.86,1828.09,0,6852.54,3335.16,10187.69,3517.38,0,0,377.83,225.62,603.45,152.22,0,577.17,280.12,857.29,297.05,1,0,0
2009,5,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,319,3975.64,3660.5,1479.68,5140.17,2180.82,0,6167.48,2961.03,9128.5,3206.45,0,0,303.67,123.17,426.83,180.5,0,518.58,250.58,769.17,268.0,0,0,0
2009,6,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,5945,6280,261,3274.94,3139.98,628.66,3768.64,2511.32,0,5877.16,3066.69,8943.85,2810.47,0,0,257.5,44.65,302.15,212.85,0,490.25,259.48,749.73,230.77,0,0,0
2010,1,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,440,5555.4,3574.58,1152.4,4726.98,2422.18,1,5518.42,2798.45,8316.87,2719.97,0,0,289.17,86.26,375.43,202.91,1,458.0,236.89,694.89,221.11,0,0,0
2010,2,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,440,555.4,3205.8,1690.51,4896.31,1515.28,1,4965.64,3079.54,8045.19,1886.1,1,1,323.33,100.02,423.35,223.32,1,444.33,232.39,676.72,211.94,0,0,1
2010,3,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,359,4770.67,3629.41,1715.06,5344.47,1914.35,0,4625.37,2826.0,7451.37,1799.37,0,0,351.5,75.83,427.33,275.67,0,412.33,213.17,625.5,199.17,0,0,0
2010,4,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,184,2391.12,3420.53,1787.65,5208.18,1632.87,0,3968.0,2249.96,6217.96,1718.04,0,0,333.83,101.14,434.98,232.69,1,355.83,168.27,524.11,187.56,1,1,1
2010,5,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,223,2909.04,3242.76,1774.4,5017.16,1468.37,0,3451.63,1572.87,5024.5,1878.76,0,0,317.83,111.07,428.9,206.77,0,310.75,112.06,422.81,198.69,0,0,0
2010,6,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,227,3081.48,3210.52,1775.45,4985.97,1435.07,0,3175.25,1270.37,4445.62,1904.88,0,0,312.17,115.33,427.5,196.84,0,284.83,88.13,372.97,196.7,0,0,0
2010,7,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,344,4515.92,3037.27,1535.36,4572.63,1501.91,0,3305.93,1324.35,4630.28,1981.58,0,0,296.17,99.64,395.81,196.52,0,292.67,88.93,381.6,203.74,0,0,0
2010,8,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,268,3551.79,3536.67,937.58,4474.25,2599.09,0,3371.23,1314.7,4685.94,2056.53,0,0,267.5,70.45,337.95,197.05,0,295.42,87.48,382.9,207.93,0,0,0
2010,9,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,550,7251.6,3950.16,1769.04,5719.19,2181.12,1,3789.78,1669.6,5459.39,2120.18,1,1,299.33,134.29,433.63,165.04,1,325.42,107.49,432.9,217.93,1,1,1
2010,10,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,631,8327.28,4939.52,2302.3,7241.82,2637.21,1,4180.02,2119.25,6299.28,2060.77,1,1,373.83,175.25,549.09,198.58,1,353.83,138.01,491.85,215.82,1,1,1
2010,11,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,650,8579.6,5884.61,2460.54,8345.15,3424.08,1,4563.69,2467.09,7030.77,2096.6,1,1,445.0,187.99,632.99,257.01,1,381.42,161.5,542.91,219.92,1,1,1
2011,1,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,646,8526.48,6792.11,2211.41,9003.53,4580.7,0,5001.32,2674.74,7676.05,2326.58,1,0,514.83,167.52,682.35,347.31,0,413.5,173.22,586.72,240.28,1,0,0
2011,2,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,686,9195.61,7572.06,2068.7,9640.76,5503.36,0,5304.67,2936.87,8241.53,2367.8,1,0,571.83,155.52,727.36,416.31,0,434.0,190.35,624.35,243.65,1,0,0
2011,3,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,524,6937.56,8136.36,863.37,8999.72,7272.99,1,5836.51,2551.18,8387.69,3285.33,0,0,614.5,63.23,677.73,551.27,1,441.0,192.12,633.12,248.88,0,0,0
2011,4,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,580,8203.0,8294.92,748.04,9042.96,7546.88,0,6122.54,2612.49,8735.03,3510.05,0,0,619.5,58.08,677.58,561.42,0,459.42,194.13,653.55,265.28,0,0,0
2011,5,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,652,9228.28,8445.09,840.55,9285.64,7604.54,0,6692.3,2466.18,9158.49,4226.12,1,0,623.0,59.53,682.53,563.47,0,498.42,180.29,678.7,318.13,0,0,0
2011,6,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,632,8943.48,8505.73,864.97,9370.71,7640.76,0,7195.17,2228.39,9423.56,4966.78,0,0,620.0,58.34,678.34,561.66,0,532.5,161.13,693.63,371.37,0,0,0
2011,7,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,450,6351.8,8143.29,1232.21,9375.5,6911.08,1,7467.7,1846.88,9314.58,5620.82,0,0,587.33,88.13,675.47,499.2,1,551.08,133.12,684.2,417.97,0,0,0
2011,8,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,318,4472.12,7356.04,1802.4,9158.44,5553.64,1,7464.05,1853.27,9317.32,5610.78,1,1,526.0,125.76,651.76,400.24,1,548.92,136.95,685.87,411.97,1,1,1
2011,9,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,330,4643.0,6973.61,2123.73,9097.34,4849.88,1,7554.98,1660.62,9215.6,5894.37,1,1,493.67,149.14,642.81,344.53,1,554.08,126.13,680.21,427.95,1,1,1
2011,10,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,555,7893.43,6922.02,2091.4,9013.42,4830.61,0,7608.47,1660.29,9268.76,5948.18,0,0,489.5,146.57,636.07,342.93,0,554.5,126.13,680.63,428.37,0,0,0
2011,11,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,722,10304.01,7101.31,2357.8,9459.1,4743.51,1,7773.2,1827.71,9600.91,5945.48,1,1,501.17,163.86,665.03,337.31,1,562.08,133.65,695.74,428.43,1,1,1
2011,12,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,731,10456.28,7353.44,2656.19,10009.63,4697.25,1,7929.59,1977.17,9906.75,5952.42,1,1,517.67,183.48,701.14,334.19,1,568.83,140.37,709.21,428.46,1,1,1
2012,1,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,556,7861.24,7605.01,2613.49,10218.5,4991.52,0,7874.15,1968.22,9842.37,5905.94,0,0,535.33,180.74,716.08,354.59,0,561.33,138.26,699.6,423.07,0,0,0
2012,2,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,599,8631.9,8298.31,2121.66,10419.97,6176.65,0,7827.18,1940.34,9767.51,5886.84,0,0,582.17,146.29,728.45,435.88,0,554.08,133.33,687.41,420.76,0,0,0
2012,3,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,525,7537.41,8780.71,1290.63,10071.34,7490.08,0,7877.16,1922.99,9800.15,5954.18,0,0,614.67,89.82,704.49,524.84,0,554.17,133.31,687.47,420.86,0,0,0
2012,4,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,678,10676.92,9244.63,1403.26,10647.88,7841.37,1,8083.32,2086.73,10170.06,5996.59,1,1,635.17,87.49,722.65,547.68,0,562.33,137.95,700.29,424.38,0,0,1
2012,5,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,730,11500.6,9444.06,1647.67,11091.73,7796.39,1,8272.68,2292.99,10565.67,5979.7,1,1,636.5,89.12,725.62,547.38,1,568.83,144.26,713.09,424.58,1,1,1
2012,6,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,731,11516.44,9620.75,1825.21,11445.96,7795.54,1,8487.1,2474.52,10961.62,6012.57,1,1,636.5,89.12,725.62,547.38,1,577.08,150.88,727.96,426.21,1,1,1
2012,7,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,428,6716.92,9430.03,2086.87,11516.9,7343.16,1,8517.52,2447.98,10965.51,6069.54,0,0,615.17,121.63,736.8,493.53,1,575.25,152.68,727.93,422.57,0,0,0
2012,8,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,349,5465.56,8902.31,2652.7,11555.01,6249.61,1,8600.31,2311.74,10912.05,6288.56,1,1,573.5,163.79,737.29,409.71,1,577.83,148.13,725.96,429.7,1,1,1
2012,9,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,349,5465.56,8557.0,2980.5,11537.5,5576.5,1,8668.86,2192.88,10861.73,6475.98,1,1,544.17,188.16,732.33,356.0,1,579.42,145.31,724.73,434.1,1,1,1
2012,10,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,758,11944.12,8768.2,3197.75,11965.95,5570.45,0,9006.41,2367.48,11373.89,6638.93,1,0,557.5,201.88,759.38,355.62,0,596.33,153.78,750.12,442.55,1,0,0
2012,11,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,758,11944.12,8842.12,3277.67,12119.79,5564.45,0,9143.09,2493.2,11636.29,6649.89,1,0,562.17,206.92,769.09,355.24,0,599.33,156.78,756.11,442.55,1,0,0
2012,12,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,877,13829.08,9227.56,3756.11,12983.67,5471.45,1,9424.16,2823.0,12247.16,6601.15,1,1,586.5,237.13,823.63,349.37,1,611.5,172.77,784.27,438.73,1,1,1
2013,1,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,555,8728.6,9562.84,3572.48,13135.32,5990.36,0,9496.44,2790.26,12286.7,6706.17,0,0,607.67,225.54,833.2,382.13,0,611.42,172.8,784.22,438.61,0,0,0
2013,2,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,849,13472.84,10897.39,3213.33,14110.72,7684.06,0,9899.85,2996.25,12896.1,6903.6,1,0,691.0,201.99,892.99,489.01,0,632.25,185.76,818.01,446.49,1,0,0
2013,3,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,726,11509.44,11904.7,1811.59,13716.29,10093.11,0,10230.85,2930.21,13161.06,7300.64,0,0,753.83,113.64,867.47,640.19,0,649.0,184.26,833.26,464.74,0,0,0
2013,4,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,699,12052.26,11922.72,1812.6,13735.32,10110.13,0,10345.46,2975.79,13321.25,7369.67,0,0,744.0,115.74,859.74,628.26,0,650.75,184.66,835.41,466.09,0,0,0
2013,5,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,624,10751.76,11724.0,1874.1,13598.1,9849.9,0,10283.06,2957.16,13240.21,7325.9,0,0,721.67,125.05,846.72,596.61,0,641.92,183.05,824.97,458.86,0,0,0
2013,6,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,619,11452.56,11327.91,1566.03,12893.94,9761.88,0,10277.74,2954.79,13232.53,7322.94,0,0,678.67,103.45,782.12,575.22,0,632.58,180.94,813.53,451.64,0,0,0
2013,7,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,608,10474.32,11618.86,1070.19,12689.05,10548.67,1,10590.85,2733.98,13324.84,7856.87,0,0,687.5,92.46,779.96,595.04,0,647.58,169.54,817.13,478.04,0,0,0
2013,8,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,10,252.14,9415.41,4524.61,13940.03,4890.8,1,10156.4,3820.72,13977.12,6335.68,1,1,547.67,267.71,815.38,279.96,1,619.33,238.17,857.5,381.16,1,1,1
2013,10,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,1497,25889.0,11812.01,8184.04,19996.05,3627.96,1,11858.35,5651.45,17509.8,6206.9,1,1,676.17,475.12,1151.29,201.05,1,715.0,331.85,1046.85,383.15,1,1,1
2014,1,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,556,9572.64,11398.74,8231.95,19630.69,3166.79,0,11660.73,5689.51,17350.24,5971.22,0,0,652.33,477.33,1129.66,175.0,0,698.17,334.58,1032.75,363.58,0,0,0
2014,2,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,626,10786.44,11404.52,8231.42,19635.93,3173.1,0,11564.26,5694.08,17258.34,5870.17,0,0,652.67,477.31,1129.97,175.36,0,687.17,334.61,1021.77,352.56,0,0,0
2014,3,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,700,12125.4,11516.66,8236.78,19753.44,3279.87,0,11422.28,5653.58,17075.86,5768.71,0,0,666.17,477.31,1143.48,188.86,0,672.42,329.34,1001.75,343.08,0,0,0
2014,4,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,504,9311.08,11322.78,8279.8,19602.59,3042.98,0,11470.82,5630.8,17101.62,5840.02,0,0,648.83,481.71,1130.54,167.12,0,668.17,331.31,999.48,336.85,0,0,0
2014,5,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,461,8510.42,12699.16,6584.21,19283.38,6114.95,0,11057.29,5652.59,16709.87,5404.7,0,0,724.0,388.2,1112.2,335.8,0,635.83,330.99,966.83,304.84,0,0,0
2014,6,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,546,10093.12,10066.52,1264.44,11330.96,8802.08,0,10939.26,5657.07,16596.33,5282.19,0,0,565.5,85.93,651.43,479.57,0,620.83,330.61,951.45,290.22,0,0,0
2014,7,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,474,8752.48,9929.82,1368.55,11298.38,8561.27,0,10664.28,5678.21,16342.49,4986.07,0,0,551.83,93.9,645.73,457.93,0,602.08,332.16,934.24,269.93,0,0,0
2014,8,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,703,13016.46,10301.49,1861.69,12163.18,8439.81,1,10853.0,5718.87,16571.88,5134.13,0,0,564.67,109.95,674.62,454.71,1,608.67,333.41,942.08,275.26,0,0,0
2014,9,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,1012,18770.04,11408.93,3958.8,15367.73,7450.13,1,11462.8,6161.6,17624.39,5301.2,1,1,616.67,212.61,829.28,404.06,1,641.42,353.23,994.65,288.19,1,1,1
2014,10,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,1172,21749.24,13481.96,5569.5,19051.46,7912.46,1,12402.37,6821.48,19223.85,5580.89,1,1,728.0,299.11,1027.11,428.89,1,688.42,384.52,1072.93,303.9,1,1,1
2014,11,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,1069,19831.38,15368.79,5465.07,20833.86,9903.71,0,14033.98,5935.07,19969.04,8098.91,0,0,829.33,293.51,1122.84,535.83,0,776.67,332.69,1109.36,443.98,0,0,0
2014,12,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,744,13779.88,15983.25,4934.81,20918.05,11048.44,0,13024.88,4619.91,17644.79,8404.98,0,0,862.33,265.03,1127.36,597.31,0,713.92,243.54,957.46,470.37,0,0,0
2015,1,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,556,9572.64,16119.94,4700.24,20820.18,11419.7,1,13024.88,4619.91,17644.79,8404.98,0,0,876.0,242.12,1118.12,633.88,1,713.92,243.54,957.46,470.37,0,0,0
2015,2,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,626,10786.44,15748.27,5068.48,20816.75,10679.79,0,13024.88,4619.91,17644.79,8404.98,0,0,863.17,254.83,1118.0,608.33,0,713.92,243.54,957.46,470.37,0,0,0
2015,3,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,700,12125.4,14640.83,5001.66,19642.49,9639.17,0,13024.88,4619.91,17644.79,8404.98,0,0,811.17,250.18,1061.34,560.99,0,713.92,243.54,957.46,470.37,0,0,0
2015,4,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,504,9311.08,12567.8,3928.74,16496.54,8639.07,0,13024.88,4619.91,17644.79,8404.98,0,0,699.83,201.36,901.19,498.48,0,713.92,243.54,957.46,470.37,0,0,0
2015,5,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,461,8510.42,10680.98,1975.7,12656.68,8705.27,1,13024.88,4619.91,17644.79,8404.98,0,0,598.5,111.24,709.74,487.26,1,713.92,243.54,957.46,470.37,1,1,1
2015,6,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,546,10093.12,10066.52,1264.44,11330.96,8802.08,0,13024.88,4619.91,17644.79,8404.98,0,0,565.5,85.93,651.43,479.57,0,713.92,243.54,957.46,470.37,0,0,0
2015,7,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,474,8752.48,9929.82,1368.55,11298.38,8561.27,0,13024.88,4619.91,17644.79,8404.98,0,0,551.83,93.9,645.73,457.93,0,713.92,243.54,957.46,470.37,0,0,0
2015,8,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,703,13016.46,10301.49,1861.69,12163.18,8439.81,1,13024.88,4619.91,17644.79,8404.98,0,0,564.67,109.95,674.62,454.71,1,713.92,243.54,957.46,470.37,0,0,0
2015,9,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461,0,0,1012,18770.04,11408.93,3958.8,15367.73,7450.13,1,13024.88,4619.91,17644.79,8404.98,1,1,616.67,212.61,829.28,404.06,1,713.92,243.54,957.46,470.37,1,1,1
